01-01-2024	00:00:00	0.0
01-01-2024	00:00:01	0.0021968659028551614
01-01-2024	00:00:02	0.005982234843159506
01-01-2024	00:00:03	0.012009533602275649
01-01-2024	00:00:04	0.015468189151898808
01-01-2024	00:00:05	0.015147108750712339
01-01-2024	00:00:06	0.014257096410580861
01-01-2024	00:00:07	0.01534426338301994
01-01-2024	00:00:08	0.014747166496602612
01-01-2024	00:00:09	0.016459595302931035
01-01-2024	00:00:10	0.013147397480164403
01-01-2024	00:00:11	0.0050865895135342575
01-01-2024	00:00:12	0.0006421608023730274
01-01-2024	00:00:13	0.0
01-01-2024	00:00:14	0.0006196288443952397
01-01-2024	00:00:15	0.0
01-01-2024	00:00:16	0.0
01-01-2024	00:00:17	3.379793696727147e-05
01-01-2024	00:00:18	0.0003098144221975315
01-01-2024	00:00:19	2.8164947472411803e-05
01-01-2024	00:00:20	0.0
01-01-2024	00:00:21	0.0010927999619330594
01-01-2024	00:00:22	0.0006815917288346573
01-01-2024	00:00:23	0.0
01-01-2024	00:00:24	0.0
01-01-2024	00:00:25	0.0006196288443951216
01-01-2024	00:00:26	0.0
01-01-2024	00:00:27	0.00021968659028555437
01-01-2024	00:00:28	0.0009632412035597772
01-01-2024	00:00:29	0.0
