01-01-2024	00:00:00	0.004365566858237896
01-01-2024	00:00:01	0.012871380994933788
01-01-2024	00:00:02	0.015073879887283984
01-01-2024	00:00:03	0.016617319008777064
01-01-2024	00:00:04	0.020971619888025733
01-01-2024	00:00:05	0.021974292018047265
01-01-2024	00:00:06	0.021912329133607585
01-01-2024	00:00:07	0.01867899316376398
01-01-2024	00:00:08	0.011502564547770409
01-01-2024	00:00:09	0.0028728246421953416
01-01-2024	00:00:10	0.0
01-01-2024	00:00:11	0.0008280494556916054
01-01-2024	00:00:12	0.0
01-01-2024	00:00:13	0.0
01-01-2024	00:00:14	0.0
01-01-2024	00:00:15	0.00019715463230723582
01-01-2024	00:00:16	0.00014082473736253033
01-01-2024	00:00:17	0.0
01-01-2024	00:00:18	0.00046753812804349105
01-01-2024	00:00:19	0.00021968659028558395
01-01-2024	00:00:20	0.0
01-01-2024	00:00:21	1.1265978988894063e-05
01-01-2024	00:00:22	0.001115331919911408
01-01-2024	00:00:23	1.6898968483576857e-05
01-01-2024	00:00:24	0.0
01-01-2024	00:00:25	0.0
01-01-2024	00:00:26	0.00024785153775790726
01-01-2024	00:00:27	9.012783191203594e-05
01-01-2024	00:00:28	0.0
01-01-2024	00:00:29	0.001182927793845184
