time,V_ai0,V_ai1,V_ai2
0,0.237726754728744,0.121872527406317,1.49162786883066
0.03,0.235181242413852,0.134600370727348,1.48653633752274
0.06,0.240272267043633,0.121872527406317,1.46617021229105
0.09,0.235181242413852,0.132054802063141,1.46871597794502
0.12,0.230090217784067,0.124418096070524,1.4763532749069
0.15,0.232635730098959,0.126963664734728,1.4636244466371
0.18,0.235181242413852,0.116781390077904,1.45853291532917
0.21,0.237726754728744,0.129509233398934,1.46617021229105
0.24,0.230090217784067,0.124418096070524,1.46617021229105
0.27,0.237726754728744,0.124418096070524,1.44580408705937
0.3,0.245363291673417,0.119326958742111,1.45344138402125
0.33,0.240272267043633,0.126963664734728,1.45853291532917
0.36,0.232635730098959,0.126963664734728,1.46871597794502
0.39,0.240272267043633,0.119326958742111,1.45344138402125
0.42,0.240272267043633,0.124418096070524,1.47126174359898
0.45,0.240272267043633,0.132054802063141,1.4763532749069
0.48,0.224999193154286,0.132054802063141,1.47126174359898
0.51,0.230090217784067,0.121872527406317,1.48399057186878
0.54,0.230090217784067,0.126963664734728,1.48399057186878
0.57,0.235181242413852,0.119326958742111,1.47889904056086
0.6,0.242817779358525,0.124418096070524,1.47126174359898
0.63,0.230090217784067,0.124418096070524,1.48399057186878
0.66,0.237726754728744,0.132054802063141,1.4890821031767
0.69,0.242817779358525,0.121872527406317,1.46107868098314
0.72,0.240272267043633,0.129509233398934,1.46107868098314
0.75,0.240272267043633,0.124418096070524,1.46107868098314
0.78,0.237726754728744,0.129509233398934,1.4636244466371
0.81,0.232635730098959,0.116781390077904,1.45344138402125
0.84,0.235181242413852,0.124418096070524,1.45344138402125
0.87,0.235181242413852,0.124418096070524,1.45853291532917
0.9,0.237726754728744,0.134600370727348,1.4636244466371
0.93,0.235181242413852,0.116781390077904,1.46617021229105
0.96,0.235181242413852,0.126963664734728,1.47126174359898
0.99,0.235181242413852,0.119326958742111,1.4636244466371
1.02,0.242817779358525,0.124418096070524,1.46871597794502
1.05,0.240272267043633,0.124418096070524,1.47889904056086
1.08,0.242817779358525,0.126963664734728,1.48144480621482
1.11,0.240272267043633,0.129509233398934,1.47126174359898
1.14,0.235181242413852,0.126963664734728,1.4636244466371
1.17,0.235181242413852,0.121872527406317,1.47380750925294
1.2,0.245363291673417,0.124418096070524,1.4636244466371
1.23,0.235181242413852,0.124418096070524,1.46107868098314
1.26,0.242817779358525,0.124418096070524,1.46617021229105
1.29,0.232635730098959,0.119326958742111,1.46617021229105
1.32,0.235181242413852,0.121872527406317,1.45598714967522
1.35,0.237726754728744,0.126963664734728,1.45853291532917
1.38,0.242817779358525,0.126963664734728,1.45344138402125
1.41,0.237726754728744,0.129509233398934,1.46871597794502
1.44,0.227544705469178,0.129509233398934,1.46871597794502
1.47,0.237726754728744,0.121872527406317,1.4636244466371
1.5,0.240272267043633,0.124418096070524,1.46871597794502
1.53,0.242817779358525,0.126963664734728,1.44325832140541
1.56,0.235181242413852,0.126963664734728,1.48399057186878
1.59,0.237726754728744,0.119326958742111,1.46107868098314
1.62,0.237726754728744,0.124418096070524,1.46617021229105
1.65,0.242817779358525,0.126963664734728,1.4636244466371
1.68,0.240272267043633,0.129509233398934,1.44834985271333
1.71,0.235181242413852,0.129509233398934,1.45853291532917
1.74,0.235181242413852,0.124418096070524,1.45089561836729
1.77,0.240272267043633,0.126963664734728,1.46871597794502
1.8,0.235181242413852,0.119326958742111,1.45853291532917
1.83,0.240272267043633,0.134600370727348,1.46617021229105
1.86,0.242817779358525,0.124418096070524,1.46871597794502
1.89,0.240272267043633,0.124418096070524,1.45089561836729
1.92,0.230090217784067,0.121872527406317,1.4890821031767
1.95,0.227544705469178,0.126963664734728,1.49671940013858
1.98,0.230090217784067,0.129509233398934,1.50181093144651
2.01,0.240272267043633,0.129509233398934,1.48653633752274
2.04,0.235181242413852,0.124418096070524,1.49417363448462
2.07,0.230090217784067,0.124418096070524,1.4763532749069
2.1,0.230090217784067,0.119326958742111,1.48399057186878
2.13,0.240272267043633,0.124418096070524,1.46871597794502
2.16,0.237726754728744,0.124418096070524,1.43307525878957
2.19,0.230090217784067,0.134600370727348,1.45344138402125
2.22,0.232635730098959,0.121872527406317,1.4636244466371
2.25,0.227544705469178,0.121872527406317,1.4636244466371
2.28,0.224999193154286,0.124418096070524,1.47889904056086
2.31,0.235181242413852,0.132054802063141,1.47380750925294
2.34,0.235181242413852,0.124418096070524,1.47126174359898
2.37,0.230090217784067,0.129509233398934,1.48399057186878
2.4,0.235181242413852,0.124418096070524,1.49162786883066
2.43,0.237726754728744,0.132054802063141,1.48399057186878
2.46,0.237726754728744,0.121872527406317,1.49417363448462
2.49,0.235181242413852,0.126963664734728,1.49417363448462
2.52,0.232635730098959,0.119326958742111,1.49926516579254
2.55,0.242817779358525,0.126963664734728,1.49162786883066
2.58,0.224999193154286,0.121872527406317,1.50944822840839
2.61,0.230090217784067,0.124418096070524,1.50181093144651
2.64,0.237726754728744,0.121872527406317,1.49417363448462
2.67,0.232635730098959,0.116781390077904,1.49417363448462
2.7,0.230090217784067,0.119326958742111,1.49926516579254
2.73,0.232635730098959,0.124418096070524,1.50181093144651
2.76,0.230090217784067,0.132054802063141,1.49926516579254
2.79,0.230090217784067,0.129509233398934,1.50181093144651
2.82,0.232635730098959,0.126963664734728,1.49417363448462
2.85,0.237726754728744,0.121872527406317,1.50944822840839
2.88,0.237726754728744,0.129509233398934,1.50181093144651
2.91,0.240272267043633,0.124418096070524,1.50690246275443
2.94,0.232635730098959,0.126963664734728,1.50944822840839
2.97,0.240272267043633,0.124418096070524,1.51199399406234
3,0.232635730098959,0.132054802063141,1.52472282233215
3.03,0.240272267043633,0.126963664734728,1.51963129102423
3.06,0.232635730098959,0.124418096070524,1.52981435364007
3.09,0.232635730098959,0.116781390077904,1.52726858798611
3.12,0.227544705469178,0.124418096070524,1.51453975971631
3.15,0.232635730098959,0.129509233398934,1.52981435364007
3.18,0.224999193154286,0.119326958742111,1.52981435364007
3.21,0.240272267043633,0.129509233398934,1.52472282233215
3.24,0.230090217784067,0.129509233398934,1.53236011929403
3.27,0.232635730098959,0.126963664734728,1.52981435364007
3.3,0.235181242413852,0.119326958742111,1.53236011929403
3.33,0.230090217784067,0.129509233398934,1.53999741625591
3.36,0.232635730098959,0.119326958742111,1.53236011929403
3.39,0.232635730098959,0.119326958742111,1.55018047887175
3.42,0.230090217784067,0.114235821413697,1.55527201017968
3.45,0.237726754728744,0.129509233398934,1.55018047887175
3.48,0.232635730098959,0.121872527406317,1.56800083844948
3.51,0.227544705469178,0.121872527406317,1.56800083844948
3.54,0.240272267043633,0.124418096070524,1.55527201017968
