time,V_ai0,V_ai1
0,4.81710340921818,6.72762321102173
0.03,4.82473994616285,6.73271434835014
0.06,4.81455789690328,6.73525991701435
0.09,4.82983097079263,6.74035105434277
0.12,4.82219443384796,6.74035105434277
0.15,4.82983097079263,6.74544219167117
0.18,4.82983097079263,6.74544219167117
0.21,4.81964892153307,6.73780548567856
0.24,4.82728545847774,6.75053332899959
0.27,4.82219443384796,6.74289662300697
0.3,4.87310468014579,6.74289662300697
0.33,4.82728545847774,6.75053332899959
0.36,4.82473994616285,6.74798776033538
0.39,4.82983097079263,6.74798776033538
0.42,4.81964892153307,6.74289662300697
0.45,4.82728545847774,6.74289662300697
0.48,4.82983097079263,6.74289662300697
0.51,4.86801365551601,6.74289662300697
0.54,4.8120123845884,6.73780548567856
0.57,4.81455789690328,6.73780548567856
0.6,4.82473994616285,6.74035105434277
0.63,4.82473994616285,6.74544219167117
0.66,4.81710340921818,6.73525991701435
0.69,4.82728545847774,6.74035105434277
0.72,4.81710340921818,6.74289662300697
0.75,4.82728545847774,6.73271434835014
0.78,4.81710340921818,6.73525991701435
0.81,4.81964892153307,6.73780548567856
0.84,4.81710340921818,6.74798776033538
0.87,4.81964892153307,6.74544219167117
0.9,4.81964892153307,6.74035105434277
0.93,4.82219443384796,6.74289662300697
0.96,4.81710340921818,6.74798776033538
0.99,4.82219443384796,6.74798776033538
1.02,4.81455789690328,6.74544219167117
1.05,4.81964892153307,6.73525991701435
1.08,4.81964892153307,6.74289662300697
1.11,4.81710340921818,6.74289662300697
1.14,4.81964892153307,6.73780548567856
1.17,4.83492199542242,6.75053332899959
1.2,4.87310468014579,6.74544219167117
1.23,4.87565019246068,6.74544219167117
1.26,4.82219443384796,6.74035105434277
1.29,4.87310468014579,6.74035105434277
1.32,4.82219443384796,6.74798776033538
1.35,4.82728545847774,6.74289662300697
1.38,4.87565019246068,6.74289662300697
1.41,4.86801365551601,6.74035105434277
1.44,4.81455789690328,6.74544219167117
1.47,4.86801365551601,6.74289662300697
1.5,4.82219443384796,6.73271434835014
1.53,4.82728545847774,6.74544219167117
1.56,4.82219443384796,6.73780548567856
1.59,4.88328672940535,6.74798776033538
1.62,4.87819570477557,6.73780548567856
1.65,4.87565019246068,6.73525991701435
1.68,4.87565019246068,6.74289662300697
1.71,4.88328672940535,6.73525991701435
1.74,4.87565019246068,6.74035105434277
1.77,4.82473994616285,6.74289662300697
1.8,4.87055916783089,6.74289662300697
1.83,4.82473994616285,6.74798776033538
1.86,4.87565019246068,6.74544219167117
1.89,4.81964892153307,6.74544219167117
1.92,4.87565019246068,6.7530788976638
1.95,4.82728545847774,6.73780548567856
1.98,4.82219443384796,6.74289662300697
2.01,4.81710340921818,6.74035105434277
2.04,4.87055916783089,6.74798776033538
2.07,4.81964892153307,6.74798776033538
2.1,4.8120123845884,6.74544219167117
2.13,4.82219443384796,6.75053332899959
2.16,4.80946687227351,6.74798776033538
2.19,4.82219443384796,6.74544219167117
2.22,4.82728545847774,6.7530788976638
2.25,4.82473994616285,6.74289662300697
2.28,4.82219443384796,6.73780548567856
2.31,4.82219443384796,6.74544219167117
2.34,4.81710340921818,6.73525991701435
2.37,4.82219443384796,6.74035105434277
