time,V_ai0,V_ai1
0,4.56000666541416,7.86549240392196
0.03,4.53709705458013,7.91131263987767
0.06,4.52691500532057,7.88331138457141
0.09,4.51164193143122,8.20659860492561
0.12,4.5472791038397,7.93676832651974
0.15,4.56764320235883,8.0818657403795
0.18,4.55237012846948,8.24732770355291
0.21,4.48364129596742,7.9189493458703
0.24,4.5472791038397,8.09204801503633
0.27,4.5472791038397,8.22441758557505
0.3,4.55237012846948,8.05895562240164
0.33,4.52436949300568,8.01313538644592
0.36,4.516732956061,7.86803797258617
0.39,4.59055281319285,7.89603922789244
0.42,4.54218807920992,7.92913162052712
0.45,4.53964256689503,7.99786197446069
0.48,4.54218807920992,7.95458730716918
0.51,4.5472791038397,7.86549240392196
0.54,4.56000666541416,7.98767969980386
0.57,4.52946051763546,8.10223028969315
0.6,4.54218807920992,8.05895562240164
0.63,4.50145988217166,8.01313538644592
0.66,4.54218807920992,7.98258856247545
0.69,4.58800730087796,8.07422903438688
0.72,4.49891436985677,8.23205429156767
0.75,4.49127783291209,8.04622777908061
0.78,4.51418744374611,7.94185946384815
0.81,4.54218807920992,7.97240628781863
0.84,4.50145988217166,8.04622777908061
0.87,4.50145988217166,7.84003671727989
0.9,4.56509769004394,7.98004299381125
0.93,4.4887323205972,8.01313538644592
0.96,4.52691500532057,8.01058981778172
0.99,4.56255217772905,8.13023154499942
1.02,4.47855027133764,7.90367593388505
1.05,4.54473359152481,8.22441758557505
1.08,4.50655090680144,7.87822024724299
1.11,4.55491564078438,7.94440503251236
1.14,4.5472791038397,7.89858479655664
1.17,4.54982461615459,8.13277711366362
1.2,4.56000666541416,7.95713287583339
1.23,4.49636885754188,7.94695060117656
1.26,4.57527973930351,7.99786197446069
1.29,4.55491564078438,7.86803797258617
1.32,4.50400539448655,7.98004299381125
1.35,4.50145988217166,8.01058981778172
1.38,4.52691500532057,7.9189493458703
1.41,4.5472791038397,8.05386448507323
1.44,4.49382334522698,8.00040754312489
1.47,4.55491564078438,8.05386448507323
1.5,4.5192784683759,7.91131263987767
1.53,4.50145988217166,7.93422275785553
1.56,4.516732956061,7.99786197446069
1.59,4.52436949300568,8.23969099756029
1.62,4.49891436985677,8.03095436709537
1.65,4.53200602995036,7.91640377720609
1.68,4.53709705458013,7.93422275785553
1.71,4.48364129596742,7.88840252189982
1.74,4.516732956061,7.87058354125038
1.77,4.54218807920992,7.99277083713228
1.8,4.52436949300568,8.05641005373744
1.83,4.50145988217166,8.02331766110275
1.86,4.50909641911633,8.07168346572267
1.89,4.48618680828231,7.93931389518394
1.92,4.55491564078438,8.23714542889608
1.95,4.53964256689503,8.02840879843117
1.98,4.52436949300568,7.90876707121347
2.01,4.50655090680144,8.01568095511013
2.04,4.49127783291209,7.88840252189982
2.07,4.56255217772905,7.90113036522085
2.1,4.53709705458013,7.98513413113966
2.13,4.49127783291209,7.88840252189982
2.16,4.50655090680144,8.26769225286656
2.19,4.52436949300568,7.86549240392196
2.22,4.54218807920992,8.03095436709537
2.25,4.52946051763546,7.90113036522085
2.28,4.50400539448655,7.96986071915442
2.31,4.48109578365252,7.8807658159072
2.34,4.52436949300568,7.95713287583339
2.37,4.55746115309926,8.06913789705847
2.4,4.49636885754188,7.964769581826
2.43,4.49636885754188,7.94949616984077
2.46,4.51164193143122,7.86294683525775
2.49,4.51164193143122,7.97240628781863
2.52,4.52436949300568,8.05641005373744
2.55,4.52691500532057,7.99531640579648
2.58,4.53964256689503,7.98004299381125
2.61,4.52182398069079,7.96986071915442
2.64,4.56000666541416,8.2447821348887
2.67,4.52946051763546,7.92658605186291
2.7,4.50400539448655,8.00040754312489
2.73,4.49891436985677,7.94185946384815
2.76,4.52182398069079,8.01568095511013
2.79,4.51164193143122,7.99531640579648
2.82,4.50655090680144,7.95204173850497
2.85,4.51418744374611,7.9214949145345
2.88,4.53709705458013,7.93422275785553
2.91,4.51164193143122,8.00804424911752
2.94,4.52946051763546,7.93422275785553
2.97,4.55237012846948,8.24987327221712
3,4.50145988217166,7.88585695323561
3.03,4.50909641911633,7.964769581826
3.06,4.51164193143122,8.00549868045331
3.09,4.57273422698861,8.00549868045331
3.12,4.54473359152481,7.98004299381125
3.15,4.54982461615459,7.93676832651974
3.18,4.51418744374611,7.91640377720609
3.21,4.56255217772905,7.93167718919133
3.24,4.50655090680144,7.92404048319871
3.27,4.52436949300568,8.04622777908061
3.3,4.49891436985677,7.93931389518394
3.33,4.51164193143122,8.01313538644592
3.36,4.52182398069079,7.94949616984077
3.39,4.516732956061,8.21932644824664
3.42,4.54982461615459,7.87567467857878
3.45,4.5472791038397,7.93931389518394
3.48,4.49127783291209,7.91640377720609
3.51,4.49127783291209,8.03859107308799
3.54,4.5778252516184,7.8807658159072
3.57,4.52182398069079,8.02586322976696
3.6,4.53964256689503,7.99786197446069
3.63,4.53709705458013,7.93931389518394
3.66,4.55491564078438,8.02586322976696
3.69,4.53709705458013,7.94185946384815
3.72,4.4887323205972,7.91640377720609
3.75,4.55237012846948,8.06913789705847
3.78,4.55746115309926,8.02331766110275
3.81,4.51164193143122,7.99277083713228
3.84,4.50655090680144,7.94949616984077
3.87,4.50909641911633,8.21678087958243
3.9,4.50400539448655,7.92913162052712
3.93,4.50655090680144,7.90876707121347
3.96,4.49382334522698,8.01313538644592
3.99,4.54218807920992,7.95204173850497
4.02,4.53200602995036,7.84512785460831
4.05,4.48618680828231,7.97240628781863
4.08,4.48364129596742,7.94185946384815
4.11,4.54473359152481,8.01822652377434
4.14,4.52182398069079,7.94695060117656
4.17,4.52182398069079,7.98513413113966
4.2,4.50909641911633,7.94440503251236
4.23,4.53964256689503,7.93167718919133
4.26,4.52691500532057,7.99531640579648
4.29,4.53455154226524,8.15059609431307
4.32,4.52182398069079,7.93931389518394
4.35,4.51418744374611,7.94949616984077
4.38,4.5192784683759,8.04877334774481
4.41,4.50655090680144,8.27023782153076
4.44,4.53964256689503,8.05386448507323
4.47,4.49891436985677,8.03859107308799
4.5,4.54982461615459,7.95458730716918
4.53,4.48618680828231,7.95967844449759
4.56,4.48364129596742,8.00804424911752
4.59,4.516732956061,8.04368221041641
4.62,4.56509769004394,7.98258856247545
4.65,4.48618680828231,8.06913789705847
4.68,4.50400539448655,8.03349993575958
