time,V_ai0,V_ai1,V_ai2
0,0.158815872967111,0.109144684085283,1.31342427305342
0.03,0.148633823707545,0.114235821413697,1.38470571136432
0.06,0.15372484833733,0.121872527406317,1.38725147701828
0.09,0.151179336022437,0.119326958742111,1.38725147701828
0.12,0.148633823707545,0.11169025274949,1.39998030528808
0.15,0.151179336022437,0.124418096070524,1.40761760224996
0.18,0.148633823707545,0.121872527406317,1.42798372748165
0.21,0.138451774447983,0.121872527406317,1.40761760224996
0.24,0.140997286762872,0.124418096070524,1.44071255575145
0.27,0.140997286762872,0.116781390077904,1.43816679009749
0.3,0.143542799077764,0.116781390077904,1.43052949313561
0.33,0.140997286762872,0.114235821413697,1.43562102444353
0.36,0.146088311392656,0.114235821413697,1.45089561836729
0.39,0.146088311392656,0.109144684085283,1.405071836596
0.42,0.138451774447983,0.121872527406317,1.42543796182769
0.45,0.143542799077764,0.119326958742111,1.37706841440244
0.48,0.138451774447983,0.116781390077904,1.42289219617373
0.51,0.151179336022437,0.116781390077904,1.42543796182769
0.54,0.138451774447983,0.134600370727348,1.3923430083262
0.57,0.148633823707545,0.11169025274949,1.35924805482471
0.6,0.148633823707545,0.114235821413697,1.36433958613264
0.63,0.29372802565635,0.124418096070524,1.38470571136432
0.66,0.209726119264939,0.116781390077904,1.36943111744056
0.69,0.222453680839394,0.126963664734728,1.36943111744056
0.72,0.278454951767003,0.134600370727348,1.39488877398016
0.75,0.291182513341461,0.116781390077904,1.38725147701828
0.78,0.275909439452111,0.11169025274949,1.36943111744056
0.81,0.288637001026569,0.116781390077904,1.37706841440244
0.84,0.29372802565635,0.116781390077904,1.35670228917076
0.87,0.288637001026569,0.132054802063141,1.37706841440244
0.9,0.296273537971242,0.134600370727348,1.33888192959303
0.93,0.21481714389472,0.116781390077904,1.37197688309452
0.96,0.281000464081895,0.10659911542108,1.38979724267224
0.99,0.291182513341461,0.116781390077904,1.32869886697718
1.02,0.288637001026569,0.116781390077904,1.35670228917076
1.05,0.288637001026569,0.114235821413697,1.34651922655491
1.08,0.29372802565635,0.124418096070524,1.34397346090095
1.11,0.291182513341461,0.10659911542108,1.35415652351679
1.14,0.222453680839394,0.119326958742111,1.34142769524699
1.17,0.222453680839394,0.119326958742111,1.3210615700153
1.2,0.21481714389472,0.126963664734728,1.31851580436135
1.23,0.288637001026569,0.124418096070524,1.32869886697718
1.26,0.217362656209612,0.121872527406317,1.37706841440244
1.29,0.143542799077764,0.119326958742111,1.33633616393907
1.32,0.207180606950047,0.109144684085283,1.27014625693609
1.35,0.281000464081895,0.11169025274949,1.30324121043758
1.38,0.222453680839394,0.119326958742111,1.33633616393907
1.41,0.281000464081895,0.116781390077904,1.31087850739947
1.44,0.209726119264939,0.114235821413697,1.31087850739947
1.47,0.204635094635155,0.119326958742111,1.30578697609154
1.5,0.235181242413852,0.114235821413697,1.30578697609154
1.53,0.288637001026569,0.119326958742111,1.28796661651382
1.56,0.291182513341461,0.116781390077904,1.27778355389798
1.59,0.291182513341461,0.114235821413697,1.28796661651382
1.62,0.291182513341461,0.124418096070524,1.28542085085986
1.65,0.288637001026569,0.132054802063141,1.26760049128213
1.68,0.281000464081895,0.114235821413697,1.20650211558708
1.71,0.281000464081895,0.116781390077904,1.11740031769846
1.74,0.286091488711676,0.116781390077904,1.10467148942866
1.77,0.283545976396784,0.114235821413697,1.17595292773956
1.8,0.281000464081895,0.114235821413697,1.11740031769846
1.83,0.288637001026569,0.114235821413697,1.23450553778065
