time,V_ai0,V_ai1,V_ai2
0,0.110451138984178,0.121872527406317,1.45598714967522
0.03,0.107905626669286,0.121872527406317,1.41525489921185
0.06,0.105360114354394,0.121872527406317,1.31597003870738
0.09,0.112996651299067,0.124418096070524,1.47889904056086
0.12,0.118087675928852,0.124418096070524,1.41016336790393
0.15,0.110451138984178,0.11169025274949,1.48653633752274
0.18,0.0977235774097203,0.119326958742111,1.46107868098314
0.21,0.0977235774097203,0.119326958742111,1.46617021229105
0.24,0.125724212873525,0.116781390077904,1.44325832140541
0.27,0.110451138984178,0.11169025274949,1.49417363448462
0.3,0.102814602039505,0.124418096070524,1.4763532749069
0.33,0.115542163613959,0.119326958742111,1.43562102444353
0.36,0.102814602039505,0.119326958742111,1.49671940013858
0.39,0.110451138984178,0.124418096070524,1.45089561836729
0.42,0.105360114354394,0.119326958742111,1.45089561836729
0.45,0.174088946856461,0.132054802063141,1.45598714967522
0.48,0.110451138984178,0.10659911542108,1.45089561836729
0.51,0.115542163613959,0.124418096070524,1.42289219617373
0.54,0.107905626669286,0.109144684085283,1.43562102444353
0.57,0.110451138984178,0.132054802063141,1.47380750925294
0.6,0.115542163613959,0.114235821413697,1.42034643051976
0.63,0.123178700558633,0.119326958742111,1.42543796182769
0.66,0.120633188243744,0.129509233398934,1.38470571136432
0.69,0.123178700558633,0.121872527406317,1.41525489921185
0.72,0.107905626669286,0.119326958742111,1.42798372748165
0.75,0.112996651299067,0.109144684085283,1.40761760224996
0.78,0.110451138984178,0.129509233398934,1.41270913355788
0.81,0.125724212873525,0.114235821413697,1.42289219617373
0.84,0.107905626669286,0.119326958742111,1.43307525878957
0.87,0.115542163613959,0.119326958742111,1.41270913355788
0.9,0.110451138984178,0.119326958742111,1.38979724267224
0.93,0.123178700558633,0.116781390077904,1.38725147701828
0.96,0.107905626669286,0.132054802063141,1.37452264874847
0.99,0.120633188243744,0.116781390077904,1.40252607094205
1.02,0.105360114354394,0.116781390077904,1.41525489921185
1.05,0.118087675928852,0.129509233398934,1.37197688309452
1.08,0.110451138984178,0.11169025274949,1.38215994571036
1.11,0.118087675928852,0.129509233398934,1.36943111744056
1.14,0.112996651299067,0.116781390077904,1.42543796182769
1.17,0.151179336022437,0.121872527406317,1.35161075786283
1.2,0.1919075330607,0.114235821413697,1.405071836596
1.23,0.179179971486242,0.114235821413697,1.37452264874847
1.26,0.260636365562764,0.114235821413697,1.39488877398016
1.29,0.252999828618091,0.124418096070524,1.34651922655491
1.32,0.189362020745808,0.114235821413697,1.37706841440244
1.35,0.194453045375589,0.119326958742111,1.37706841440244
1.38,0.260636365562764,0.124418096070524,1.32615310132323
1.41,0.258090853247872,0.116781390077904,1.37706841440244
1.44,0.265727390192545,0.114235821413697,1.3796141800564
1.47,0.194453045375589,0.124418096070524,1.36179382047867
1.5,0.260636365562764,0.116781390077904,1.35670228917076
1.53,0.179179971486242,0.116781390077904,1.33633616393907
1.56,0.179179971486242,0.109144684085283,1.34397346090095
1.59,0.194453045375589,0.124418096070524,1.32615310132323
1.62,0.189362020745808,0.116781390077904,1.36688535178659
1.65,0.199544070005373,0.119326958742111,1.28542085085986
1.68,0.252999828618091,0.116781390077904,1.3083327417455
1.71,0.1919075330607,0.116781390077904,1.34906499220887
1.74,0.189362020745808,0.129509233398934,1.30324121043758
1.77,0.179179971486242,0.121872527406317,1.31597003870738
1.8,0.194453045375589,0.119326958742111,1.31597003870738
1.83,0.107905626669286,0.116781390077904,1.29051238216778
1.86,0.263181877877656,0.121872527406317,1.33633616393907
1.89,0.181725483801134,0.114235821413697,1.30324121043758
1.92,0.260636365562764,0.121872527406317,1.27269202259006
1.95,0.250454316303198,0.114235821413697,1.33888192959303
1.98,0.184270996116023,0.11169025274949,1.28032931955194
2.01,0.258090853247872,0.126963664734728,1.31597003870738
2.04,0.171543434541569,0.119326958742111,1.29051238216778
2.07,0.255545340932983,0.119326958742111,1.27014625693609
2.1,0.260636365562764,0.126963664734728,1.29305814782174
2.13,0.263181877877656,0.116781390077904,1.26760049128213
2.16,0.265727390192545,0.109144684085283,1.25996319432025
2.19,0.258090853247872,0.124418096070524,1.26505472562818
2.22,0.263181877877656,0.124418096070524,1.27269202259006
2.25,0.252999828618091,0.116781390077904,1.25487166301233
2.28,0.252999828618091,0.119326958742111,1.27523778824401
2.31,0.252999828618091,0.119326958742111,1.25232589735837
2.34,0.258090853247872,0.132054802063141,1.24723436605045
2.37,0.252999828618091,0.11169025274949,1.28287508520589
2.4,0.255545340932983,0.116781390077904,1.26505472562818
2.43,0.250454316303198,0.109144684085283,1.29814967912966
2.46,0.268272902507437,0.121872527406317,1.24978013170441
2.49,0.247908803988306,0.116781390077904,1.23959706908857
2.52,0.255545340932983,0.116781390077904,1.23959706908857
2.55,0.263181877877656,0.126963664734728,1.23195977212669
2.58,0.250454316303198,0.124418096070524,1.25996319432025
2.61,0.258090853247872,0.132054802063141,1.20141058427916
2.64,0.27081841482233,0.11169025274949,1.26760049128213
2.67,0.252999828618091,0.124418096070524,1.2243224751648
2.7,0.260636365562764,0.121872527406317,1.19631905297124
2.73,0.255545340932983,0.121872527406317,1.23195977212669
2.76,0.250454316303198,0.119326958742111,1.20141058427916
2.79,0.252999828618091,0.134600370727348,1.22686824081877
2.82,0.250454316303198,0.129509233398934,1.1988648186252
2.85,0.247908803988306,0.134600370727348,1.20650211558708
2.88,0.255545340932983,0.121872527406317,1.1988648186252
2.91,0.265727390192545,0.126963664734728,1.20395634993312
2.94,0.240272267043633,0.114235821413697,1.1988648186252
2.97,0.112996651299067,0.121872527406317,1.20395634993312
3,0.115542163613959,0.134600370727348,1.21413941254896
3.03,0.107905626669286,0.119326958742111,1.18104445904748
